Bacteria,Country,Resistance,Tested_isolates,PeriodFrom,PeriodTill,Antibiotics,lat,long
Escherichia Coli,Laos,53.7,41,2012,2013,Fluoroquinolones,17.9667,102.6
Escherichia Coli,Malaysia,23,27168,2012,2013,Fluoroquinolones,3.1333,101.7
Escherichia Coli,Marshall Islands,13,202,2011,2012,Fluoroquinolones,7.0667,171.2667
Escherichia Coli,Micronesia,16,158,2011,2011,Fluoroquinolones,6.9167,158.1833
Escherichia Coli,Mongolia,64.7,153,2011,2011,Fluoroquinolones,46,105
Escherichia Coli,New Zealand,7.5,1711,2011,2011,Fluoroquinolones,-42,174
Escherichia Coli,New Zealand,6.5,84301,2011,2011,Fluoroquinolones,-42,174
Escherichia Coli,Papua New Guinea,13.3,526,2012,2012,Fluoroquinolones,-9.5,147.1167
Escherichia Coli,Philippines,40.9,3687,2012,2012,Fluoroquinolones,13,122
Escherichia Coli,South Korea,40.4,18480,2011,2011,Fluoroquinolones,37.55,126.9667
Escherichia Coli,South Korea,43,4628,2012,2012,Fluoroquinolones,37.55,126.9667
Escherichia Coli,Samoa,13.9,43,2011,2011,Fluoroquinolones,-13.8333,-171.75
Escherichia Coli,Singapore,41.8,189,2006,2007,Fluoroquinolones,1.3,103.8
Escherichia Coli,Singapore,24.4,248,2009,2009,Fluoroquinolones,1.3,103.8
Escherichia Coli,Singapore,38.7,12081,2006,2008,Fluoroquinolones,1.3,103.8
Escherichia Coli,Singapore,31,1285,2006,2008,Fluoroquinolones,1.3,103.8
Escherichia Coli,Solomon Islands,95.6,115,2012,2012,Fluoroquinolones,-9.4667,159.8167
Escherichia Coli,Vietnam,0.2,818,2007,2007,Fluoroquinolones,21.0333,105.85
Escherichia Coli,International network,36.6,374,2012,2012,Fluoroquinolones,,
Escherichia Coli,International network,40.9,621,2012,2012,Fluoroquinolones,,
Escherichia Coli,Iceland,14,121,2011,2011,Fluoroquinolones,65,-18
Escherichia Coli,Finland,11,3020,2011,2011,Fluoroquinolones,64,26
Escherichia Coli,Norway,9,2505,2011,2011,Fluoroquinolones,61,8
Escherichia Coli,Sweden,10.1,5101,2011,2011,Fluoroquinolones,59.35,18.0667
Escherichia Coli,Denmark,14.1,3583,2011,2011,Fluoroquinolones,55.72,12.57
Escherichia Coli,Estonia,9.9,312,2011,2011,Fluoroquinolones,59,26
Escherichia Coli,Lithuania,12.9,381,2011,2011,Fluoroquinolones,55,24
Escherichia Coli,Netherlands,14.3,4427,2011,2011,Fluoroquinolones,52.3167,5.55
Escherichia Coli,United Kingdom,17.5,5564,2011,2011,Fluoroquinolones,51.5,-0.1167
Escherichia Coli,France,17.9,8694,2011,2011,Fluoroquinolones,47,2
Escherichia Coli,Latvia,16.8,131,2011,2011,Fluoroquinolones,57,25
Escherichia Coli,Austria,22.3,3162,2011,2011,Fluoroquinolones,48.2,16.35
Escherichia Coli,Croatia,20.3,952,2011,2011,Fluoroquinolones,45.8,16
Escherichia Coli,Germany,23.7,3636,2011,2011,Fluoroquinolones,52.5167,13.3833
Escherichia Coli,Czech Republic,23.5,2682,2011,2011,Fluoroquinolones,49.75,15.75
Escherichia Coli,Slovenia,20.7,1002,2011,2011,Fluoroquinolones,46.05,14.5
Escherichia Coli,Ireland,22.9,2153,2011,2011,Fluoroquinolones,53,-8
Escherichia Coli,Luxembourg,24.1,353,2011,2011,Fluoroquinolones,49.6117,6.13
Escherichia Coli,Belgium,21.5,3549,2011,2011,Fluoroquinolones,50.85,4.35
Escherichia Coli,Hungary,31.2,1213,2011,2011,Fluoroquinolones,47.4333,19.25
Escherichia Coli,Malta,32,219,2011,2011,Fluoroquinolones,35.8833,14.5
Escherichia Coli,Romania,28,50,2011,2011,Fluoroquinolones,44.4167,26.1
Escherichia Coli,Portugal,27.2,1917,2011,2011,Fluoroquinolones,38.7,-9.1833
Escherichia Coli,Greece,26.6,1433,2011,2011,Fluoroquinolones,39,22
Escherichia Coli,Spain,34.5,5597,2011,2011,Fluoroquinolones,40.4333,-3.7
Escherichia Coli,Bulgaria,30.2,179,2011,2011,Fluoroquinolones,42.75,25.5
Escherichia Coli,Slovakia,41.8,739,2011,2011,Fluoroquinolones,48.15,17.1167
Escherichia Coli,Italy,40.5,1899,2011,2011,Fluoroquinolones,41.9,12.4833
Escherichia Coli,Cyprus,47.4,137,2011,2011,Fluoroquinolones,35,33
Escherichia Coli,Poland,27.3,1141,2011,2011,Fluoroquinolones,52.2167,21.0333
Escherichia Coli,Iceland,9.7,134,2012,2012,Fluoroquinolones,65,-18
Escherichia Coli,Finland,11.7,3162,2012,2012,Fluoroquinolones,64,26
Escherichia Coli,Norway,11.3,2843,2012,2012,Fluoroquinolones,61,8
Escherichia Coli,Sweden,11.1,5537,2012,2012,Fluoroquinolones,59.35,18.0667
Escherichia Coli,Denmark,14.1,3923,2012,2012,Fluoroquinolones,55.72,12.57
Escherichia Coli,Estonia,14.1,304,2012,2012,Fluoroquinolones,59,26
Escherichia Coli,Lithuania,14.7,456,2012,2012,Fluoroquinolones,55,24
Escherichia Coli,Netherlands,15.5,4697,2012,2012,Fluoroquinolones,52.3167,5.55
Escherichia Coli,United Kingdom,16.6,6241,2012,2012,Fluoroquinolones,51.5,-0.1167
Escherichia Coli,France,17.8,9470,2012,2012,Fluoroquinolones,47,2
Escherichia Coli,Latvia,14.5,152,2012,2012,Fluoroquinolones,57,25
Escherichia Coli,Austria,20.6,3610,2012,2012,Fluoroquinolones,48.2,16.35
Escherichia Coli,Croatia,17,892,2012,2012,Fluoroquinolones,45.8,16
Escherichia Coli,Germany,21.1,4188,2012,2012,Fluoroquinolones,52.5167,13.3833
Escherichia Coli,Czech Republic,21,2809,2012,2012,Fluoroquinolones,49.75,15.75
Escherichia Coli,Slovenia,21.4,1168,2012,2012,Fluoroquinolones,46.05,14.5
Escherichia Coli,Ireland,24.3,2380,2012,2012,Fluoroquinolones,53,-8
Escherichia Coli,Luxembourg,24,334,2012,2012,Fluoroquinolones,49.6117,6.13
Escherichia Coli,Belgium,22.2,3515,2012,2012,Fluoroquinolones,50.85,4.35
Escherichia Coli,Hungary,28.9,1393,2012,2012,Fluoroquinolones,47.4333,19.25
Escherichia Coli,Malta,31.9,216,2012,2012,Fluoroquinolones,35.8833,14.5
Escherichia Coli,Romania,29,186,2012,2012,Fluoroquinolones,44.4167,26.1
Escherichia Coli,Portugal,30.3,2158,2012,2012,Fluoroquinolones,38.7,-9.1833
Escherichia Coli,Greece,29.1,1372,2012,2012,Fluoroquinolones,39,22
Escherichia Coli,Spain,33.9,5654,2012,2012,Fluoroquinolones,40.4333,-3.7
Escherichia Coli,Bulgaria,34.1,223,2012,2012,Fluoroquinolones,42.75,25.5
Escherichia Coli,Slovakia,41.3,695,2012,2012,Fluoroquinolones,48.15,17.1167
Escherichia Coli,Italy,42.1,2920,2012,2012,Fluoroquinolones,41.9,12.4833
Escherichia Coli,Cyprus,42,176,2012,2012,Fluoroquinolones,35,33
Escherichia Coli,Poland,29.3,1033,2012,2012,Fluoroquinolones,52.2167,21.0333
Escherichia Coli,Iceland,14.7,116,2013,2013,Fluoroquinolones,65,-18
Escherichia Coli,Finland,13.3,3594,2013,2013,Fluoroquinolones,64,26
Escherichia Coli,Norway,10.9,2975,2013,2013,Fluoroquinolones,61,8
Escherichia Coli,Sweden,11.6,7356,2013,2013,Fluoroquinolones,59.35,18.0667
Escherichia Coli,Denmark,12.4,3963,2013,2013,Fluoroquinolones,55.72,12.57
Escherichia Coli,Estonia,11.8,338,2013,2013,Fluoroquinolones,59,26
Escherichia Coli,Lithuania,16,431,2013,2013,Fluoroquinolones,55,24
Escherichia Coli,Netherlands,14.1,4730,2013,2013,Fluoroquinolones,52.3167,5.55
Escherichia Coli,United Kingdom,16.3,6998,2013,2013,Fluoroquinolones,51.5,-0.1167
Escherichia Coli,France,16.7,10069,2013,2013,Fluoroquinolones,47,2
Escherichia Coli,Latvia,18.7,134,2013,2013,Fluoroquinolones,57,25
Escherichia Coli,Austria,22,4279,2013,2013,Fluoroquinolones,48.2,16.35
Escherichia Coli,Croatia,20.2,1026,2013,2013,Fluoroquinolones,45.8,16
Escherichia Coli,Germany,22.1,5254,2013,2013,Fluoroquinolones,52.5167,13.3833
Escherichia Coli,Czech Republic,20.8,2953,2013,2013,Fluoroquinolones,49.75,15.75
Escherichia Coli,Slovenia,19.9,1224,2013,2013,Fluoroquinolones,46.05,14.5
Escherichia Coli,Ireland,24.2,2478,2013,2013,Fluoroquinolones,53,-8
Escherichia Coli,Luxembourg,27.8,295,2013,2013,Fluoroquinolones,49.6117,6.13
Escherichia Coli,Belgium,23,4113,2013,2013,Fluoroquinolones,50.85,4.35
Escherichia Coli,Hungary,30.3,1432,2013,2013,Fluoroquinolones,47.4333,19.25
Escherichia Coli,Malta,29.8,248,2013,2013,Fluoroquinolones,35.8833,14.5
Escherichia Coli,Romania,31,300,2013,2013,Fluoroquinolones,44.4167,26.1
Escherichia Coli,Portugal,31.6,2685,2013,2013,Fluoroquinolones,38.7,-9.1833
Escherichia Coli,Greece,30.9,1240,2013,2013,Fluoroquinolones,39,22
Escherichia Coli,Spain,34.9,5926,2013,2013,Fluoroquinolones,40.4333,-3.7
Escherichia Coli,Bulgaria,37.4,187,2013,2013,Fluoroquinolones,42.75,25.5
Escherichia Coli,Slovakia,40.3,808,2013,2013,Fluoroquinolones,48.15,17.1167
Escherichia Coli,Italy,42.2,3928,2013,2013,Fluoroquinolones,41.9,12.4833
Escherichia Coli,Cyprus,51.9,162,2013,2013,Fluoroquinolones,35,33
Escherichia Coli,Poland,27.3,1035,2013,2013,Fluoroquinolones,52.2167,21.0333
Escherichia Coli,Belarus,75,32,2012,2012,Fluoroquinolones,53.9167,27.55
Streptococcus pneumoniae,Botswana,36,125,2000,2008,Penicillin,-24.6583,25.9083
Streptococcus pneumoniae,Burkina Faso,3.8,235,2000,2001,Penicillin,12.3333,-1.6667
Streptococcus pneumoniae,Cameroon,100,30,2004,2005,Penicillin,3.8667,11.5167
Streptococcus pneumoniae,Malawi,13.5,4445,2000,2009,Penicillin,-13.95,33.7
Streptococcus pneumoniae,Kuwait,15.4,13,2006,2011,Penicillin,29.3697,47.9783
Streptococcus pneumoniae,Kuwait,0.3,382,2006,2011,Penicillin,29.3697,47.9783
Streptococcus pneumoniae,Kuwait,64,397,2004,2005,Penicillin,29.3697,47.9783
Streptococcus pneumoniae,Pakistan,3,100,2006,2006,Penicillin,33.6667,73.1667
Streptococcus pneumoniae,Saudi Arabia,2.4,41,2001,2007,Penicillin,24,45
Streptococcus pneumoniae,Saudi Arabia,13.9,311,2005,2010,Penicillin,24,45
Streptococcus pneumoniae,Austria,1.7,405,2011,2011,Penicillin,48.2,16.35
Streptococcus pneumoniae,Belgium,0.8,1829,2011,2011,Penicillin,50.85,4.35
Streptococcus pneumoniae,Bulgaria,21.2,33,2011,2011,Penicillin,42.75,25.5
Streptococcus pneumoniae,Cyprus,25,12,2011,2011,Penicillin,35,33
Streptococcus pneumoniae,Czech Republic,0,316,2011,2011,Penicillin,49.75,15.75
Streptococcus pneumoniae,Denmark,0.2,896,2011,2011,Penicillin,55.72,12.57
Streptococcus pneumoniae,Estonia,2,51,2011,2011,Penicillin,59,26
Streptococcus pneumoniae,Finland,0.9,754,2012,2012,Penicillin,64,26
Streptococcus pneumoniae,France,0.1,23.8,2011,2011,Penicillin,47,2
Streptococcus pneumoniae,Germany,0.3,347,2011,2011,Penicillin,52.5167,13.3833
Streptococcus pneumoniae,Hungary,5.8,139,2011,2011,Penicillin,47.4333,19.25
Streptococcus pneumoniae,Iceland,6.3,32,2011,2011,Penicillin,65,-18
Streptococcus pneumoniae,Ireland,6.2,324,2011,2011,Penicillin,53,-8
Streptococcus pneumoniae,Italy,6.3,174,2011,2011,Penicillin,41.9,12.4833
Streptococcus pneumoniae,Latvia,10,40,2011,2011,Penicillin,57,25
Streptococcus pneumoniae,Lithuania,2.1,48,2011,2011,Penicillin,55,24
Streptococcus pneumoniae,Luxembourg,2,50,2011,2011,Penicillin,49.6117,6.13
Streptococcus pneumoniae,Malta,10,10,2011,2011,Penicillin,35.8833,14.5
Streptococcus pneumoniae,Netherlands,0.3,1067,2011,2011,Penicillin,52.3167,5.55
Streptococcus pneumoniae,Norway,0,619,2011,2011,Penicillin,61,8
Streptococcus pneumoniae,Poland,4.2,165,2011,2011,Penicillin,52.2167,21.0333
Streptococcus pneumoniae,Portugal,8.4,439,2011,2011,Penicillin,38.7,-9.1833
Streptococcus pneumoniae,Romania,61.1,36,2011,2011,Penicillin,44.4167,26.1
Streptococcus pneumoniae,Russian Federation,0.6,788,2008,2009,Penicillin,60,90
Streptococcus pneumoniae,Slovakia,3.8,26,2011,2011,Penicillin,48.15,17.1167
Streptococcus pneumoniae,Slovenia,0.8,252,2011,2011,Penicillin,46.05,14.5
Streptococcus pneumoniae,Spain,9.8,736,2011,2011,Penicillin,40.4333,-3.7
Streptococcus pneumoniae,Sweden,3.2,1013,2011,2011,Penicillin,59.35,18.0667
Streptococcus pneumoniae,Switzerland,2,545,2013,2013,Penicillin,46.8333,8.3333
Streptococcus pneumoniae,Switzerland,3.1,1713,2012,2012,Penicillin,46.8333,8.3333
Streptococcus pneumoniae,United Kingdom,0.8,1324,2011,2011,Penicillin,51.5,-0.1167
Streptococcus pneumoniae,Bangladesh,0,139,2004,2007,Penicillin,23.7,90.35
Streptococcus pneumoniae,India,5.6,776,2004,2004,Penicillin,21,78
Streptococcus pneumoniae,Laos,66.7,3,2013,2013,Penicillin,17.9667,102.6
Streptococcus pneumoniae,Laos,0,2,2011,2012,Penicillin,17.9667,102.6
Streptococcus pneumoniae,Mongolia,96.7,153,2011,2011,Penicillin,46,105
Streptococcus pneumoniae,Singapore,44,147,1997,2004,Penicillin,1.3,103.8
Streptococcus pneumoniae,Cyprus,25,12,2011,2011,Penicillin,35,33
Streptococcus pneumoniae,Belgium,0.8,1829,2011,2011,Penicillin,50.85,4.35
Streptococcus pneumoniae,Netherlands,1.1,1067,2011,2011,Penicillin,52.3167,5.55
Streptococcus pneumoniae,Estonia,2,51,2011,2011,Penicillin,59,26
Streptococcus pneumoniae,Iceland,9.4,32,2011,2011,Penicillin,65,-18
Streptococcus pneumoniae,Latvia,12.5,40,2011,2011,Penicillin,57,25
Streptococcus pneumoniae,Germany,1.7,347,2011,2011,Penicillin,52.5167,13.3833
Streptococcus pneumoniae,Norway,3.4,619,2011,2011,Penicillin,61,8
Streptococcus pneumoniae,United Kingdom,5.4,1324,2011,2011,Penicillin,51.5,-0.1167
Streptococcus pneumoniae,Austria,3,405,2011,2011,Penicillin,48.2,16.35
Streptococcus pneumoniae,Denmark,4.8,896,2011,2011,Penicillin,55.72,12.57
Streptococcus pneumoniae,Czech Republic,3.8,316,2011,2011,Penicillin,49.75,15.75
Streptococcus pneumoniae,Luxembourg,8,50,2011,2011,Penicillin,49.6117,6.13
Streptococcus pneumoniae,Sweden,4.1,1193,2011,2011,Penicillin,59.35,18.0667
Streptococcus pneumoniae,Slovenia,12.3,253,2011,2011,Penicillin,46.05,14.5
Streptococcus pneumoniae,Portugal,10.5,439,2011,2011,Penicillin,38.7,-9.1833
Streptococcus pneumoniae,Hungary,11.5,139,2011,2011,Penicillin,47.4333,19.25
Streptococcus pneumoniae,Finland,12.9,634,2011,2011,Penicillin,64,26
Streptococcus pneumoniae,Italy,6.9,174,2011,2011,Penicillin,41.9,12.4833
Streptococcus pneumoniae,Lithuania,18.8,48,2011,2011,Penicillin,55,24
Streptococcus pneumoniae,Ireland,19.4,324,2011,2011,Penicillin,53,-8
Streptococcus pneumoniae,Slovakia,7.7,26,2011,2011,Penicillin,48.15,17.1167
Streptococcus pneumoniae,France,23.8,1413,2011,2011,Penicillin,47,2
Streptococcus pneumoniae,Bulgaria,21.2,33,2011,2011,Penicillin,42.75,25.5
Streptococcus pneumoniae,Croatia,18.4,125,2011,2011,Penicillin,45.8,16
Streptococcus pneumoniae,Spain,30.2,736,2011,2011,Penicillin,40.4333,-3.7
Streptococcus pneumoniae,Romania,61.1,36,2011,2011,Penicillin,44.4167,26.1
Streptococcus pneumoniae,Poland,18.2,165,2011,2011,Penicillin,52.2167,21.0333
Streptococcus pneumoniae,Malta,50,10,2011,2011,Penicillin,35.8833,14.5
Streptococcus pneumoniae,Belgium,1.5,1658,2012,2012,Penicillin,50.85,4.35
Streptococcus pneumoniae,Netherlands,1.5,1063,2012,2012,Penicillin,52.3167,5.55
Streptococcus pneumoniae,Estonia,0,53,2012,2012,Penicillin,59,26
Streptococcus pneumoniae,Iceland,3.7,27,2012,2012,Penicillin,65,-18
Streptococcus pneumoniae,Latvia,6.3,64,2012,2012,Penicillin,57,25
Streptococcus pneumoniae,Germany,5.2,310,2012,2012,Penicillin,52.5167,13.3833
Streptococcus pneumoniae,Norway,5.9,576,2012,2012,Penicillin,61,8
Streptococcus pneumoniae,United Kingdom,4.9,1153,2012,2012,Penicillin,51.5,-0.1167
Streptococcus pneumoniae,Austria,5.2,291,2012,2012,Penicillin,48.2,16.35
Streptococcus pneumoniae,Denmark,5.1,867,2012,2012,Penicillin,55.72,12.57
Streptococcus pneumoniae,Czech Republic,2.9,274,2012,2012,Penicillin,49.75,15.75
Streptococcus pneumoniae,Luxembourg,3.2,31,2012,2012,Penicillin,49.6117,6.13
Streptococcus pneumoniae,Sweden,5,1030,2012,2012,Penicillin,59.35,18.0667
Streptococcus pneumoniae,Slovenia,10,251,2012,2012,Penicillin,46.05,14.5
Streptococcus pneumoniae,Portugal,8.4,299,2012,2012,Penicillin,38.7,-9.1833
Streptococcus pneumoniae,Hungary,10,160,2012,2012,Penicillin,47.4333,19.25
Streptococcus pneumoniae,Finland,17,553,2012,2012,Penicillin,64,26
Streptococcus pneumoniae,Italy,12.1,141,2012,2012,Penicillin,41.9,12.4833
Streptococcus pneumoniae,Lithuania,16.2,37,2012,2012,Penicillin,55,24
Streptococcus pneumoniae,Ireland,19.1,319,2012,2012,Penicillin,53,-8
Streptococcus pneumoniae,Slovakia,5,20,2012,2012,Penicillin,48.15,17.1167
Streptococcus pneumoniae,France,23.4,824,2012,2012,Penicillin,47,2
Streptococcus pneumoniae,Bulgaria,28.6,21,2012,2012,Penicillin,42.75,25.5
Streptococcus pneumoniae,Croatia,22.7,97,2012,2012,Penicillin,45.8,16
Streptococcus pneumoniae,Spain,27,604,2012,2012,Penicillin,40.4333,-3.7
Streptococcus pneumoniae,Romania,38.6,44,2012,2012,Penicillin,44.4167,26.1
Streptococcus pneumoniae,Poland,23.2,121,2012,2012,Penicillin,52.2167,21.0333
Streptococcus pneumoniae,Malta,38.9,18,2012,2012,Penicillin,35.8833,14.5
Streptococcus pneumoniae,Cyprus,40,15,2013,2013,Penicillin,35,33
Streptococcus pneumoniae,Belgium,1.7,1536,2013,2013,Penicillin,50.85,4.35
Streptococcus pneumoniae,Netherlands,1.1,1032,2013,2013,Penicillin,52.3167,5.55
Streptococcus pneumoniae,Estonia,1.3,78,2013,2013,Penicillin,59,26
Streptococcus pneumoniae,Iceland,16.7,18,2013,2013,Penicillin,65,-18
Streptococcus pneumoniae,Latvia,11.9,67,2013,2013,Penicillin,57,25
Streptococcus pneumoniae,Germany,7,471,2013,2013,Penicillin,52.5167,13.3833
Streptococcus pneumoniae,Norway,3.3,549,2013,2013,Penicillin,61,8
Streptococcus pneumoniae,United Kingdom,4.9,1207,2013,2013,Penicillin,51.5,-0.1167
Streptococcus pneumoniae,Austria,2.1,385,2013,2013,Penicillin,48.2,16.35
Streptococcus pneumoniae,Denmark,6.6,789,2013,2013,Penicillin,55.72,12.57
Streptococcus pneumoniae,Czech Republic,2.1,333,2013,2013,Penicillin,49.75,15.75
Streptococcus pneumoniae,Luxembourg,16.3,43,2013,2013,Penicillin,49.6117,6.13
Streptococcus pneumoniae,Sweden,6.8,696,2013,2013,Penicillin,59.35,18.0667
Streptococcus pneumoniae,Slovenia,7.9,279,2013,2013,Penicillin,46.05,14.5
Streptococcus pneumoniae,Portugal,7.6,475,2013,2013,Penicillin,38.7,-9.1833
Streptococcus pneumoniae,Hungary,5.8,154,2013,2013,Penicillin,47.4333,19.25
Streptococcus pneumoniae,Finland,14.1,597,2013,2013,Penicillin,64,26
Streptococcus pneumoniae,Italy,14.6,268,2013,2013,Penicillin,41.9,12.4833
Streptococcus pneumoniae,Lithuania,23.7,59,2013,2013,Penicillin,55,24
Streptococcus pneumoniae,Ireland,20.3,310,2013,2013,Penicillin,53,-8
Streptococcus pneumoniae,Slovakia,10.7,28,2013,2013,Penicillin,48.15,17.1167
Streptococcus pneumoniae,France,22.4,919,2013,2013,Penicillin,47,2
Streptococcus pneumoniae,Bulgaria,21.4,28,2013,2013,Penicillin,42.75,25.5
Streptococcus pneumoniae,Croatia,25.4,118,2013,2013,Penicillin,45.8,16
Streptococcus pneumoniae,Spain,27.6,569,2013,2013,Penicillin,40.4333,-3.7
Streptococcus pneumoniae,Romania,25,44,2013,2013,Penicillin,44.4167,26.1
Streptococcus pneumoniae,Poland,32.3,167,2013,2013,Penicillin,52.2167,21.0333
Streptococcus pneumoniae,Turkey,54,82,2013,2013,Penicillin,39.9167,32.8333
